Name                                               Project              Compat              Latest               Kind         Platform
metal->log                                         0.4.29               0.4.32              Removed              Normal       ---
metal->objc                                        0.2.7                ---                 Removed              Normal       ---
metal->paste                                       1.0.15               ---                 Removed              Normal       ---
miniz_oxide->simd-adler32                          0.3.8                0.3.9               0.3.9                Normal       ---
moxcms->pxfm                                       0.1.28               0.1.29              0.1.29               Normal       ---
naga->bit-set                                      0.8.0                ---                 0.9.1                Normal       ---
naga->bitflags                                     2.10.0               2.13.0              2.13.0               Normal       ---
naga->codespan-reporting                           0.12.0               ---                 0.13.1               Normal       ---
naga->indexmap                                     2.13.0               2.14.0              2.14.0               Normal       ---
naga->log                                          0.4.29               0.4.32              0.4.32               Normal       ---
naga->once_cell                                    1.21.3               1.21.4              1.21.4               Normal       ---
naga->spirv                                        0.3.0+sdk-1.3.268.0  ---                 0.4.0+sdk-1.4.341.0  Normal       ---
naga->unicode-ident                                1.0.22               1.0.24              1.0.24               Normal       ---
ndk->bitflags                                      2.10.0               2.13.0              2.13.0               Normal       ---
ndk->jni-sys                                       0.3.0                0.3.1               0.3.1                Normal       ---
ndk->log                                           0.4.29               0.4.32              0.4.32               Normal       ---
ndk-sys->jni-sys                                   0.3.0                0.3.1               0.3.1                Normal       ---
nix->libc                                          0.2.183              0.2.186             0.2.186              Normal       ---
num-traits->autocfg                                1.5.0                1.5.1               1.5.1                Build        ---
num_enum_derive->quote                             1.0.40               1.0.45              1.0.45               Normal       ---
num_enum_derive->syn                               2.0.114              2.0.117             2.0.117              Normal       ---
objc->malloc_buf                                   0.0.6                ---                 Removed              Normal       ---
objc2->objc-sys                                    0.3.5                ---                 Removed              Normal       ---
objc2->objc2-encode                                4.1.0                ---                 Removed              Normal       ---
objc2-app-kit->bitflags                            2.10.0               2.13.0              2.13.0               Normal       ---
objc2-app-kit->bitflags                            2.10.0               2.13.0              Removed              Normal       ---
objc2-app-kit->block2                              0.5.1                ---                 Removed              Normal       ---
objc2-app-kit->libc                                0.2.183              0.2.186             0.2.186              Normal       ---
objc2-app-kit->libc                                0.2.183              0.2.186             Removed              Normal       ---
objc2-app-kit->objc2                               0.5.2                ---                 0.6.4                Normal       ---
objc2-app-kit->objc2                               0.5.2                ---                 Removed              Normal       ---
objc2-app-kit->objc2-core-data                     0.2.2                ---                 Removed              Normal       cfg(target_vendor = "apple")
objc2-app-kit->objc2-core-image                    0.2.2                ---                 Removed              Normal       cfg(target_vendor = "apple")
objc2-app-kit->objc2-foundation                    0.2.2                ---                 0.3.2                Normal       ---
objc2-app-kit->objc2-foundation                    0.2.2                ---                 Removed              Normal       ---
objc2-app-kit->objc2-quartz-core                   0.2.2                ---                 Removed              Normal       cfg(target_vendor = "apple")
objc2-cloud-kit->bitflags                          2.10.0               2.13.0              2.13.0               Normal       ---
objc2-cloud-kit->bitflags                          2.10.0               2.13.0              Removed              Normal       ---
objc2-cloud-kit->block2                            0.5.1                ---                 Removed              Normal       ---
objc2-cloud-kit->objc2                             0.5.2                ---                 Removed              Normal       ---
objc2-cloud-kit->objc2-core-location               0.2.2                ---                 Removed              Normal       ---
objc2-cloud-kit->objc2-foundation                  0.2.2                ---                 Removed              Normal       ---
objc2-contacts->block2                             0.5.1                ---                 Removed              Normal       ---
objc2-contacts->objc2                              0.5.2                ---                 Removed              Normal       ---
objc2-contacts->objc2-foundation                   0.2.2                ---                 Removed              Normal       ---
objc2-core-data->bitflags                          2.10.0               2.13.0              2.13.0               Normal       ---
objc2-core-data->bitflags                          2.10.0               2.13.0              Removed              Normal       ---
objc2-core-data->block2                            0.5.1                ---                 Removed              Normal       ---
objc2-core-data->objc2                             0.5.2                ---                 Removed              Normal       ---
objc2-core-data->objc2-foundation                  0.2.2                ---                 Removed              Normal       ---
objc2-core-foundation->bitflags                    2.10.0               2.13.0              2.13.0               Normal       ---
objc2-core-graphics->bitflags                      2.10.0               2.13.0              2.13.0               Normal       ---
objc2-core-image->block2                           0.5.1                ---                 Removed              Normal       ---
objc2-core-image->objc2                            0.5.2                ---                 Removed              Normal       ---
objc2-core-image->objc2-foundation                 0.2.2                ---                 Removed              Normal       ---
objc2-core-image->objc2-metal                      0.2.2                ---                 Removed              Normal       ---
objc2-core-location->block2                        0.5.1                ---                 Removed              Normal       ---
objc2-core-location->objc2                         0.5.2                ---                 Removed              Normal       ---
objc2-core-location->objc2-contacts                0.2.2                ---                 Removed              Normal       cfg(not(target_os = "tvos"))
objc2-core-location->objc2-foundation              0.2.2                ---                 Removed              Normal       ---
objc2-foundation->bitflags                         2.10.0               2.13.0              2.13.0               Normal       ---
objc2-foundation->bitflags                         2.10.0               2.13.0              Removed              Normal       ---
objc2-foundation->block2                           0.5.1                ---                 0.6.2                Normal       ---
objc2-foundation->block2                           0.5.1                ---                 Removed              Normal       ---
objc2-foundation->dispatch                         0.2.0                ---                 Removed              Normal       ---
objc2-foundation->libc                             0.2.183              0.2.186             0.2.186              Normal       ---
objc2-foundation->libc                             0.2.183              0.2.186             Removed              Normal       ---
objc2-foundation->objc2                            0.5.2                ---                 0.6.4                Normal       ---
objc2-foundation->objc2                            0.5.2                ---                 Removed              Normal       ---
objc2-io-surface->bitflags                         2.10.0               2.13.0              2.13.0               Normal       ---
objc2-link-presentation->block2                    0.5.1                ---                 Removed              Normal       ---
objc2-link-presentation->objc2                     0.5.2                ---                 Removed              Normal       ---
objc2-link-presentation->objc2-app-kit             0.2.2                ---                 Removed              Normal       cfg(target_os = "macos")
objc2-link-presentation->objc2-foundation          0.2.2                ---                 Removed              Normal       ---
objc2-metal->bitflags                              2.10.0               2.13.0              2.13.0               Normal       ---
objc2-metal->bitflags                              2.10.0               2.13.0              Removed              Normal       ---
objc2-metal->block2                                0.5.1                ---                 Removed              Normal       ---
objc2-metal->objc2                                 0.5.2                ---                 Removed              Normal       ---
objc2-metal->objc2-foundation                      0.2.2                ---                 Removed              Normal       ---
objc2-quartz-core->bitflags                        2.10.0               2.13.0              2.13.0               Normal       ---
objc2-quartz-core->bitflags                        2.10.0               2.13.0              Removed              Normal       ---
objc2-quartz-core->block2                          0.5.1                ---                 Removed              Normal       ---
objc2-quartz-core->objc2                           0.5.2                ---                 Removed              Normal       ---
objc2-quartz-core->objc2-foundation                0.2.2                ---                 Removed              Normal       ---
objc2-quartz-core->objc2-metal                     0.2.2                ---                 Removed              Normal       ---
objc2-symbols->objc2                               0.5.2                ---                 Removed              Normal       ---
objc2-symbols->objc2-foundation                    0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->bitflags                             2.10.0               2.13.0              2.13.0               Normal       ---
objc2-ui-kit->block2                               0.5.1                ---                 Removed              Normal       ---
objc2-ui-kit->objc2                                0.5.2                ---                 0.6.4                Normal       ---
objc2-ui-kit->objc2-cloud-kit                      0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->objc2-core-data                      0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->objc2-core-image                     0.2.2                ---                 Removed              Normal       cfg(not(target_os = "watchos"))
objc2-ui-kit->objc2-core-location                  0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->objc2-foundation                     0.2.2                ---                 0.3.2                Normal       ---
objc2-ui-kit->objc2-link-presentation              0.2.2                ---                 Removed              Normal       cfg(not(target_os = "watchos"))
objc2-ui-kit->objc2-quartz-core                    0.2.2                ---                 Removed              Normal       cfg(not(target_os = "watchos"))
objc2-ui-kit->objc2-symbols                        0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->objc2-uniform-type-identifiers       0.2.2                ---                 Removed              Normal       ---
objc2-ui-kit->objc2-user-notifications             0.2.2                ---                 Removed              Normal       ---
objc2-uniform-type-identifiers->block2             0.5.1                ---                 Removed              Normal       ---
objc2-uniform-type-identifiers->objc2              0.5.2                ---                 Removed              Normal       ---
objc2-uniform-type-identifiers->objc2-foundation   0.2.2                ---                 Removed              Normal       ---
objc2-user-notifications->bitflags                 2.10.0               2.13.0              2.13.0               Normal       ---
objc2-user-notifications->bitflags                 2.10.0               2.13.0              Removed              Normal       ---
objc2-user-notifications->block2                   0.5.1                ---                 Removed              Normal       ---
objc2-user-notifications->objc2                    0.5.2                ---                 Removed              Normal       ---
objc2-user-notifications->objc2-core-location      0.2.2                ---                 Removed              Normal       ---
objc2-user-notifications->objc2-foundation         0.2.2                ---                 Removed              Normal       ---
orbclient->libc                                    0.2.183              0.2.186             0.2.186              Normal       cfg(target_os = "redox")
orbclient->libredox                                0.1.14               0.1.17              0.1.17               Normal       cfg(target_os = "redox")
ordered-stream->futures-core                       0.3.32               ---                 Removed              Normal       ---
ordered-stream->pin-project-lite                   0.2.17               ---                 Removed              Normal       ---
owned_ttf_parser->ttf-parser                       0.25.1               ---                 Removed              Normal       ---
parking_lot_core->libc                             0.2.183              0.2.186             0.2.186              Normal       cfg(unix)
parking_lot_core->smallvec                         1.15.1               1.15.2              1.15.2               Normal       ---
pin-project->pin-project-internal                  1.1.11               1.1.13              1.1.13               Normal       ---
pin-project-internal->quote                        1.0.40               1.0.45              1.0.45               Normal       ---
pin-project-internal->syn                          2.0.114              2.0.117             2.0.117              Normal       ---
piper->atomic-waker                                1.1.2                ---                 Removed              Normal       ---
piper->fastrand                                    2.3.0                2.4.1               2.4.1                Normal       ---
piper->fastrand                                    2.3.0                2.4.1               Removed              Normal       ---
piper->futures-io                                  0.3.32               ---                 Removed              Normal       ---
png->bitflags                                      2.10.0               2.13.0              2.13.0               Normal       ---
polling->cfg-if                                    1.0.4                ---                 Removed              Normal       ---
polling->concurrent-queue                          2.5.0                ---                 Removed              Normal       cfg(windows)
polling->hermit-abi                                0.5.2                ---                 Removed              Normal       cfg(target_os = "hermit")
polling->pin-project-lite                          0.2.17               ---                 Removed              Normal       cfg(windows)
polling->rustix                                    1.1.4                ---                 Removed              Normal       cfg(any(unix, target_os = "fuchsia", target_os = "vxworks"))
polling->windows-sys                               0.61.2               ---                 Removed              Normal       cfg(windows)
potential_utf->zerovec                             0.11.5               0.11.6              0.11.6               Normal       ---
prettyplease->proc-macro2                          1.0.106              Removed             Removed              Normal       ---
prettyplease->syn                                  2.0.114              2.0.117             2.0.117              Normal       ---
prettyplease->syn                                  2.0.114              Removed             Removed              Normal       ---
proc-macro-crate->toml_edit                        0.25.4+spec-1.1.0    0.25.12+spec-1.1.0  0.25.12+spec-1.1.0   Normal       ---
proc-macro-crate->toml_edit                        0.25.4+spec-1.1.0    0.25.12+spec-1.1.0  Removed              Normal       ---
proc-macro2->unicode-ident                         1.0.22               1.0.24              1.0.24               Normal       ---
proc-macro2->unicode-ident                         1.0.22               1.0.24              Removed              Normal       ---
proc-macro2->unicode-ident                         1.0.22               Removed             Removed              Normal       ---
quick-xml->memchr                                  2.8.0                2.8.2               2.8.2                Normal       ---
quick-xml->memchr                                  2.8.0                2.8.2               Removed              Normal       ---
quick-xml->serde                                   1.0.228              ---                 Removed              Normal       ---
quote->proc-macro2                                 1.0.106              ---                 Removed              Normal       ---
quote->proc-macro2                                 1.0.106              Removed             Removed              Normal       ---
redox_syscall->bitflags                            2.10.0               2.13.0              2.13.0               Normal       ---
rustc_version->semver                              1.0.27               1.0.28              1.0.28               Normal       ---
rustix->bitflags                                   2.10.0               2.13.0              2.13.0               Normal       ---
rustix->bitflags                                   2.10.0               2.13.0              Removed              Normal       ---
rustix->errno                                      0.3.14               ---                 Removed              Development  ---
rustix->libc                                       0.2.183              0.2.186             0.2.186              Development  ---
rustix->libc                                       0.2.183              0.2.186             Removed              Development  ---
rustix->linux-raw-sys                              0.12.1               ---                 Removed              Normal       cfg(all(any(target_os = "linux", target_os = "android"), any(rustix_use_libc, miri, not(all(target_os = "linux", any(target_endian = "little", any(target_arch = "s390x", target_arch = "powerpc")), any(target_arch = "arm", all(target_arch = "aarch64", target_pointer_width = "64"), target_arch = "riscv64", all(rustix_use_experimental_asm, target_arch = "powerpc"), all(rustix_use_experimental_asm, target_arch = "powerpc64"), all(rustix_use_experimental_asm, target_arch = "s390x"), all(rustix_use_experimental_asm, target_arch = "mips"), all(rustix_use_experimental_asm, target_arch = "mips32r6"), all(rustix_use_experimental_asm, target_arch = "mips64"), all(rustix_use_experimental_asm, target_arch = "mips64r6"), target_arch = "x86", all(target_arch = "x86_64", target_pointer_width = "64")))))))
rustix->windows-sys                                0.52.0               0.59.0              0.59.0               Normal       cfg(windows)
rustix->windows-sys                                0.61.2               ---                 Removed              Normal       cfg(windows)
sctk-adwaita->log                                  0.4.29               0.4.32              0.4.32               Normal       ---
serde->serde_core                                  1.0.228              ---                 Removed              Normal       ---
serde->serde_core                                  1.0.228              Removed             Removed              Normal       ---
serde->serde_derive                                1.0.228              ---                 Removed              Normal       ---
serde->serde_derive                                1.0.228              Removed             Removed              Normal       ---
serde_core->serde_derive                           1.0.228              ---                 Removed              Development  ---
serde_core->serde_derive                           1.0.228              Removed             Removed              Development  ---
serde_derive->proc-macro2                          1.0.106              ---                 Removed              Normal       ---
serde_derive->proc-macro2                          1.0.106              Removed             Removed              Normal       ---
serde_derive->quote                                1.0.40               1.0.45              1.0.45               Normal       ---
serde_derive->quote                                1.0.40               1.0.45              Removed              Normal       ---
serde_derive->quote                                1.0.40               Removed             Removed              Normal       ---
serde_derive->syn                                  2.0.114              2.0.117             2.0.117              Normal       ---
serde_derive->syn                                  2.0.114              2.0.117             Removed              Normal       ---
serde_derive->syn                                  2.0.114              Removed             Removed              Normal       ---
serde_json->itoa                                   1.0.17               1.0.18              1.0.18               Normal       ---
serde_json->itoa                                   1.0.17               Removed             Removed              Normal       ---
serde_json->memchr                                 2.8.0                2.8.2               2.8.2                Normal       ---
serde_json->memchr                                 2.8.0                Removed             Removed              Normal       ---
serde_json->serde                                  1.0.228              Removed             Removed              Development  ---
serde_json->serde_core                             1.0.228              Removed             Removed              Normal       ---
serde_json->zmij                                   1.0.21               Removed             Removed              Normal       ---
serde_repr->proc-macro2                            1.0.106              ---                 Removed              Normal       ---
serde_repr->quote                                  1.0.40               1.0.45              1.0.45               Normal       ---
serde_repr->quote                                  1.0.40               1.0.45              Removed              Normal       ---
serde_repr->syn                                    2.0.114              2.0.117             2.0.117              Normal       ---
serde_repr->syn                                    2.0.114              2.0.117             Removed              Normal       ---
serialport                                         4.8.1                4.9.0               4.9.0                Normal       ---
serialport->bitflags                               2.10.0               2.13.0              2.13.0               Normal       cfg(unix)
serialport->core-foundation                        0.10.0               0.10.1              0.10.1               Normal       cfg(any(target_os = "ios", target_os = "macos"))
serialport->quote                                  1.0.40               Removed             Removed              Normal       ---
signal-hook-registry->errno                        0.3.14               ---                 Removed              Normal       ---
signal-hook-registry->libc                         0.2.183              0.2.186             0.2.186              Normal       ---
signal-hook-registry->libc                         0.2.183              0.2.186             Removed              Normal       ---
slotmap->version_check                             0.9.5                ---                 Removed              Build        ---
smithay-client-toolkit->bitflags                   2.10.0               2.13.0              2.13.0               Normal       ---
smithay-client-toolkit->libc                       0.2.183              0.2.186             0.2.186              Normal       ---
smithay-client-toolkit->log                        0.4.29               0.4.32              0.4.32               Normal       ---
smithay-client-toolkit->wayland-backend            0.3.14               0.3.15              0.3.15               Normal       ---
smithay-client-toolkit->wayland-client             0.31.13              0.31.14             0.31.14              Normal       ---
smithay-client-toolkit->wayland-cursor             0.31.13              0.31.14             0.31.14              Normal       ---
smithay-client-toolkit->wayland-protocols          0.32.11              0.32.12             0.32.12              Normal       ---
smithay-client-toolkit->wayland-protocols-misc     0.3.11               0.3.12              0.3.12               Normal       ---
smithay-client-toolkit->wayland-protocols-wlr      0.3.11               0.3.12              0.3.12               Normal       ---
smithay-client-toolkit->wayland-scanner            0.31.9               0.31.10             0.31.10              Normal       ---
smithay-clipboard->libc                            0.2.183              0.2.186             0.2.186              Normal       ---
smithay-clipboard->wayland-backend                 0.3.14               0.3.15              0.3.15               Normal       ---
spirv->bitflags                                    2.10.0               2.13.0              2.13.0               Normal       ---
syn->proc-macro2                                   1.0.106              ---                 Removed              Normal       ---
syn->proc-macro2                                   1.0.106              Removed             Removed              Normal       ---
syn->quote                                         1.0.40               1.0.45              1.0.45               Normal       ---
syn->quote                                         1.0.40               1.0.45              Removed              Normal       ---
syn->quote                                         1.0.40               Removed             Removed              Normal       ---
syn->unicode-ident                                 1.0.22               1.0.24              1.0.24               Normal       ---
syn->unicode-ident                                 1.0.22               1.0.24              Removed              Normal       ---
syn->unicode-ident                                 1.0.22               Removed             Removed              Normal       ---
synstructure->quote                                1.0.40               1.0.45              1.0.45               Normal       ---
synstructure->syn                                  2.0.114              2.0.117             2.0.117              Normal       ---
tempfile->fastrand                                 2.3.0                2.4.1               2.4.1                Normal       ---
tempfile->fastrand                                 2.3.0                2.4.1               Removed              Normal       ---
tempfile->getrandom                                0.3.4                0.4.2               0.4.2                Normal       cfg(any(unix, windows, target_os = "wasi"))
tempfile->getrandom                                0.3.4                0.4.2               Removed              Normal       cfg(any(unix, windows, target_os = "wasi"))
tempfile->once_cell                                1.21.3               1.21.4              1.21.4               Normal       ---
tempfile->once_cell                                1.21.3               1.21.4              Removed              Normal       ---
tempfile->rustix                                   1.1.4                ---                 Removed              Normal       cfg(any(unix, target_os = "wasi"))
tempfile->windows-sys                              0.61.2               ---                 Removed              Normal       cfg(windows)
thiserror->thiserror-impl                          1.0.69               ---                 2.0.18               Normal       ---
thiserror->thiserror-impl                          1.0.69               ---                 Removed              Normal       ---
thiserror->thiserror-impl                          1.0.69               2.0.18              2.0.18               Normal       ---
thiserror->thiserror-impl                          2.0.18               ---                 Removed              Normal       ---
thiserror-impl->proc-macro2                        1.0.106              ---                 Removed              Normal       ---
thiserror-impl->quote                              1.0.40               1.0.45              1.0.45               Normal       ---
thiserror-impl->quote                              1.0.40               1.0.45              Removed              Normal       ---
thiserror-impl->syn                                2.0.114              2.0.117             2.0.117              Normal       ---
thiserror-impl->syn                                2.0.114              2.0.117             Removed              Normal       ---
tiff->fax                                          0.2.6                0.2.7               0.2.7                Normal       ---
tiff->zune-jpeg                                    0.5.13               0.5.15              0.5.15               Normal       ---
tiny-skia->log                                     0.4.29               0.4.32              0.4.32               Normal       ---
tinystr->displaydoc                                0.2.5                0.2.6               0.2.6                Normal       ---
tinystr->zerovec                                   0.11.5               0.11.6              0.11.6               Normal       ---
toml_datetime->serde_core                          1.0.228              ---                 Removed              Normal       ---
toml_edit->indexmap                                2.13.0               2.14.0              2.14.0               Normal       ---
toml_edit->indexmap                                2.13.0               2.14.0              Removed              Normal       ---
toml_edit->toml_datetime                           1.0.0+spec-1.1.0     1.1.1+spec-1.1.0    1.1.1+spec-1.1.0     Normal       ---
toml_edit->toml_datetime                           1.0.0+spec-1.1.0     1.1.1+spec-1.1.0    Removed              Normal       ---
toml_edit->toml_parser                             1.0.9+spec-1.1.0     1.1.2+spec-1.1.0    1.1.2+spec-1.1.0     Normal       ---
toml_edit->toml_parser                             1.0.9+spec-1.1.0     1.1.2+spec-1.1.0    Removed              Normal       ---
toml_edit->winnow                                  0.7.15               1.0.3               1.0.3                Normal       ---
toml_edit->winnow                                  0.7.15               1.0.3               Removed              Normal       ---
toml_parser->winnow                                0.7.15               1.0.3               1.0.3                Normal       ---
toml_parser->winnow                                0.7.15               1.0.3               Removed              Normal       ---
tracing->log                                       0.4.29               0.4.32              0.4.32               Normal       ---
tracing->log                                       0.4.29               0.4.32              Removed              Normal       ---
tracing->pin-project-lite                          0.2.17               ---                 Removed              Normal       ---
tracing->tracing-attributes                        0.1.31               ---                 Removed              Normal       ---
tracing->tracing-core                              0.1.36               ---                 Removed              Normal       ---
tracing-attributes->proc-macro2                    1.0.106              ---                 Removed              Normal       ---
tracing-attributes->quote                          1.0.40               1.0.45              1.0.45               Normal       ---
tracing-attributes->quote                          1.0.40               1.0.45              Removed              Normal       ---
tracing-attributes->syn                            2.0.114              2.0.117             2.0.117              Normal       ---
tracing-attributes->syn                            2.0.114              2.0.117             Removed              Normal       ---
tracing-core->once_cell                            1.21.3               1.21.4              1.21.4               Normal       ---
tracing-core->once_cell                            1.21.3               1.21.4              Removed              Normal       ---
type-map->rustc-hash                               2.1.1                2.1.2               2.1.2                Normal       ---
uds_windows->memoffset                             0.9.1                ---                 Removed              Normal       ---
uds_windows->tempfile                              3.27.0               ---                 Removed              Normal       cfg(windows)
uds_windows->windows-sys                           0.61.2               ---                 Removed              Normal       cfg(windows)
uuid->js-sys                                       0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"), target_feature = "atomics"))
uuid->js-sys                                       0.3.85               0.3.102             Removed              Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"), target_feature = "atomics"))
uuid->serde_core                                   1.0.228              ---                 Removed              Normal       ---
uuid->wasm-bindgen                                 0.2.108              0.2.125             0.2.125              Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))
uuid->wasm-bindgen                                 0.2.108              0.2.125             Removed              Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))
wasip2->wit-bindgen                                0.51.0               0.57.1              0.57.1               Normal       ---
wasip2->wit-bindgen                                0.51.0               0.57.1              Removed              Normal       ---
wasm-bindgen->cfg-if                               1.0.4                ---                 Removed              Normal       ---
wasm-bindgen->cfg-if                               1.0.4                Removed             Removed              Normal       ---
wasm-bindgen->once_cell                            1.21.3               1.21.4              1.21.4               Normal       ---
wasm-bindgen->once_cell                            1.21.3               1.21.4              Removed              Normal       ---
wasm-bindgen->once_cell                            1.21.3               Removed             Removed              Normal       ---
wasm-bindgen->rustversion                          1.0.22               ---                 Removed              Build        ---
wasm-bindgen->rustversion                          1.0.22               Removed             Removed              Build        ---
wasm-bindgen->wasm-bindgen-macro                   0.2.108              0.2.125             0.2.125              Normal       ---
wasm-bindgen->wasm-bindgen-macro                   0.2.108              0.2.125             Removed              Normal       ---
wasm-bindgen->wasm-bindgen-macro                   0.2.108              Removed             Removed              Normal       ---
wasm-bindgen->wasm-bindgen-shared                  0.2.108              0.2.125             0.2.125              Normal       ---
wasm-bindgen->wasm-bindgen-shared                  0.2.108              0.2.125             Removed              Normal       ---
wasm-bindgen->wasm-bindgen-shared                  0.2.108              Removed             Removed              Normal       ---
wasm-bindgen-futures->cfg-if                       1.0.4                Removed             Removed              Normal       ---
wasm-bindgen-futures->futures-util                 0.3.32               Removed             Removed              Normal       ---
wasm-bindgen-futures->js-sys                       0.3.85               0.3.102             0.3.102              Normal       ---
wasm-bindgen-futures->once_cell                    1.21.3               Removed             Removed              Normal       ---
wasm-bindgen-futures->wasm-bindgen                 0.2.108              0.2.125             0.2.125              Normal       ---
wasm-bindgen-futures->web-sys                      0.3.85               Removed             Removed              Normal       cfg(target_feature = "atomics")
wasm-bindgen-macro->quote                          1.0.40               1.0.45              1.0.45               Normal       ---
wasm-bindgen-macro->quote                          1.0.40               1.0.45              Removed              Normal       ---
wasm-bindgen-macro->quote                          1.0.40               Removed             Removed              Normal       ---
wasm-bindgen-macro->wasm-bindgen-macro-support     0.2.108              0.2.125             0.2.125              Normal       ---
wasm-bindgen-macro->wasm-bindgen-macro-support     0.2.108              0.2.125             Removed              Normal       ---
wasm-bindgen-macro->wasm-bindgen-macro-support     0.2.108              Removed             Removed              Normal       ---
wasm-bindgen-macro-support->bumpalo                3.19.1               3.20.3              3.20.3               Normal       ---
wasm-bindgen-macro-support->bumpalo                3.19.1               3.20.3              Removed              Normal       ---
wasm-bindgen-macro-support->bumpalo                3.19.1               Removed             Removed              Normal       ---
wasm-bindgen-macro-support->proc-macro2            1.0.106              ---                 Removed              Normal       ---
wasm-bindgen-macro-support->proc-macro2            1.0.106              Removed             Removed              Normal       ---
wasm-bindgen-macro-support->quote                  1.0.40               1.0.45              1.0.45               Normal       ---
wasm-bindgen-macro-support->quote                  1.0.40               1.0.45              Removed              Normal       ---
wasm-bindgen-macro-support->quote                  1.0.40               Removed             Removed              Normal       ---
wasm-bindgen-macro-support->syn                    2.0.114              2.0.117             2.0.117              Normal       ---
wasm-bindgen-macro-support->syn                    2.0.114              2.0.117             Removed              Normal       ---
wasm-bindgen-macro-support->syn                    2.0.114              Removed             Removed              Normal       ---
wasm-bindgen-macro-support->wasm-bindgen-shared    0.2.108              0.2.125             0.2.125              Normal       ---
wasm-bindgen-macro-support->wasm-bindgen-shared    0.2.108              0.2.125             Removed              Normal       ---
wasm-bindgen-macro-support->wasm-bindgen-shared    0.2.108              Removed             Removed              Normal       ---
wasm-bindgen-shared->unicode-ident                 1.0.22               1.0.24              1.0.24               Normal       ---
wasm-bindgen-shared->unicode-ident                 1.0.22               1.0.24              Removed              Normal       ---
wasm-bindgen-shared->unicode-ident                 1.0.22               Removed             Removed              Normal       ---
wasm-encoder->leb128fmt                            0.1.0                Removed             Removed              Normal       ---
wasm-encoder->wasmparser                           0.244.0              Removed             Removed              Normal       ---
wasm-metadata->anyhow                              1.0.102              Removed             Removed              Normal       ---
wasm-metadata->indexmap                            2.13.0               2.14.0              2.14.0               Normal       ---
wasm-metadata->indexmap                            2.13.0               Removed             Removed              Normal       ---
wasm-metadata->wasm-encoder                        0.244.0              Removed             Removed              Normal       ---
wasm-metadata->wasmparser                          0.244.0              Removed             Removed              Normal       ---
wasmparser->bitflags                               2.10.0               2.13.0              2.13.0               Normal       ---
wasmparser->bitflags                               2.10.0               Removed             Removed              Normal       ---
wasmparser->hashbrown                              0.15.5               Removed             Removed              Normal       ---
wasmparser->indexmap                               2.13.0               2.14.0              2.14.0               Normal       ---
wasmparser->indexmap                               2.13.0               Removed             Removed              Normal       ---
wasmparser->semver                                 1.0.27               1.0.28              1.0.28               Normal       ---
wasmparser->semver                                 1.0.27               Removed             Removed              Normal       ---
wayland-backend->cc                                1.2.56               1.2.64              1.2.64               Build        ---
wayland-backend->smallvec                          1.15.1               1.15.2              1.15.2               Normal       ---
wayland-backend->wayland-sys                       0.31.10              0.31.11             0.31.11              Normal       ---
wayland-client->bitflags                           2.10.0               2.13.0              2.13.0               Normal       ---
wayland-client->wayland-backend                    0.3.14               0.3.15              0.3.15               Normal       ---
wayland-client->wayland-scanner                    0.31.9               0.31.10             0.31.10              Normal       ---
wayland-csd-frame->bitflags                        2.10.0               2.13.0              2.13.0               Normal       ---
wayland-csd-frame->wayland-backend                 0.3.14               0.3.15              0.3.15               Normal       ---
wayland-cursor->wayland-client                     0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols->bitflags                        2.10.0               2.13.0              2.13.0               Normal       ---
wayland-protocols->wayland-backend                 0.3.14               0.3.15              0.3.15               Normal       ---
wayland-protocols->wayland-client                  0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols->wayland-scanner                 0.31.9               0.31.10             0.31.10              Normal       ---
wayland-protocols-experimental->bitflags           2.10.0               2.13.0              2.13.0               Normal       ---
wayland-protocols-experimental->wayland-backend    0.3.14               0.3.15              0.3.15               Normal       ---
wayland-protocols-experimental->wayland-client     0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols-experimental->wayland-protocols  0.32.11              0.32.12             0.32.12              Normal       ---
wayland-protocols-experimental->wayland-scanner    0.31.9               0.31.10             0.31.10              Normal       ---
wayland-protocols-misc->bitflags                   2.10.0               2.13.0              2.13.0               Normal       ---
wayland-protocols-misc->wayland-backend            0.3.14               0.3.15              0.3.15               Normal       ---
wayland-protocols-misc->wayland-client             0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols-misc->wayland-protocols          0.32.11              0.32.12             0.32.12              Normal       ---
wayland-protocols-misc->wayland-scanner            0.31.9               0.31.10             0.31.10              Normal       ---
wayland-protocols-plasma->bitflags                 2.10.0               2.13.0              2.13.0               Normal       ---
wayland-protocols-plasma->wayland-backend          0.3.14               0.3.15              0.3.15               Normal       ---
